Genotipo	V01	V02	V03	V04	V05	V06	V07	V08	V09	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20
G024	18.9650699803832	21.1816181067306	20.2742566623834	19.3143814735503	20.0206665388281	19.5503453010374	19.7017783038438	19.9585142177995	20.9795527926746	19.0992380381161	19.731724845448	19.609767510491	20.1590660183325	21.2311600656844	20.2830786475757	20.415076140496	20.1741780350331	19.6883254646881	18.8627418755728	19.966690334204
G025	21.1053241487595	21.3652485970412	19.7924350559617	21.6631327234501	20.3136558164089	21.370764084905	20.664756248681	19.1723848030014	22.0337140737998	21.0330939628405	19.8030382812917	19.09671086028	19.7873715499738	18.6983974547353	18.6791788344004	18.8563866872279	20.3807982066953	18.8854484965101	19.2824312370515	19.8412964025085
G026	21.9850581039331	24.8668266594567	22.8466107109339	23.7708729358657	24.2344447630967	24.0983448039292	23.36872415048	25.2204114742407	24.9988802091598	25.1674504599764	20.9903465476058	19.024520908277	20.9374865574421	18.8859914972618	19.0883265299496	19.9321720867708	20.5253697156043	19.4357570164837	18.5907364958796	18.402697315799
G027	16.6032412436116	17.1948690949609	16.1482511568438	16.1044287854411	16.5842588515273	15.0816880540983	17.5303616635838	18.2423514056956	16.5736533011061	18.3621744313645	19.9825069842109	21.6145053954704	20.800770586455	20.144826494045	19.5698290758422	19.1797183211755	18.2795915459445	20.0908768443939	20.0996754838058	20.477661380198
G028	17.2151936473007	17.5942284565704	18.1320631557464	16.9753354644925	18.6199202476783	17.4331832030842	20.2183490952531	17.7121035676673	19.7502326712121	17.8127310314938	20.9749189819771	19.5669988038689	20.7564705930998	20.0584601189061	22.571973079151	19.6501600998903	20.3783543091892	19.9972421383877	20.5519562904463	19.8945590723439
G029	20.6477984058922	19.9249369415444	19.0522292143116	20.3094765043015	21.3583392229614	21.5196530279071	20.9484965116588	21.2204784478052	21.2963815566501	19.7368066544601	20.3085669630944	17.6211187038109	20.2682582005634	19.9530610364903	21.0701326996131	20.7295669220732	19.7411674351047	19.6147762362497	20.6787934980854	18.8953338546266
G030	21.4072356161349	20.3409534716399	21.2638294725537	20.9948812940877	19.3622262279302	22.0414114541301	20.8662337655029	21.5772175825985	21.1578635107749	22.8472822443384	19.6678247992685	19.7075784044849	20.0140174594623	19.4019214949876	19.2238063097055	19.7308803483743	20.3781300234783	20.1413769919911	20.0245185371787	20.4782226187799
G031	17.187030445784	19.6719423589194	17.9924960354367	16.6092330516627	18.8872583260482	17.5898444056284	15.151278408581	18.9709441757154	18.0931851508717	18.813506363787	19.8830394900246	21.8452629451589	20.8487589027089	17.7551906591771	18.7018195368037	19.0982209761421	20.5863548551713	20.1766321090249	20.4625243958105	19.9823136259185
G032	19.0232968457529	20.4537636400078	18.9809057548728	18.562813592811	20.0186860709398	19.5868991293326	20.5305348350008	20.998682822356	18.9064927541674	19.6736873105735	18.0639455655787	20.1717714937339	19.9386327201848	19.1636880769386	20.2385886329211	20.7121384440119	20.3887187703726	19.2170264822507	18.7974043223486	20.3212728763573
G033	17.4063259497702	15.5894653655452	17.9926195385193	16.7280043156702	17.9759359860208	19.4229465042225	18.9871019162088	20.5443462073643	18.8775493704309	18.243964967221	18.1408038459468	20.8714372773835	18.7075497270451	19.5106136306851	19.6920215691561	21.6906825158942	19.4000648841872	20.1710029946483	20.5376474127465	18.9066736627273
G034	21.3197121331034	20.117098134073	21.6300717539764	21.6190777574949	21.6637405583583	21.2848656891815	23.0088450636028	20.8558624226466	22.0772393130114	22.445547683438	20.5573168046377	20.6608417680083	19.1034978100707	20.68868257345	20.5206360352627	22.473237976175	22.6833747736422	19.7396373514305	20.6975938246891	21.2321776239253
G035	16.4276336693629	16.9058174343435	16.0845316310155	15.075984861802	18.5409381365214	15.4465156469201	15.8003811735411	16.5507360457333	17.293701477055	16.4701784080358	19.5031763627918	21.4061041575049	19.9133694185062	20.3243314794174	18.0880966551615	17.5666358695629	19.4836639504812	18.8646908961856	20.2526602154378	20.0108055782338
G036	19.2629004443514	18.5386496852735	19.90098535046	18.9635037329984	18.7386215453773	19.4391509772846	19.027625840924	20.8127826045625	19.5297846174381	19.9309486086731	20.1892664604853	18.4628825877266	18.9094311313954	19.3960562031271	19.3293449640541	20.069163808337	20.0397418165394	19.4477347184587	19.7271260082151	19.5517399921099
G037	17.2319612465715	17.8059524324879	18.3716056060699	18.1114764763241	18.133144585623	17.643521686754	19.288477818357	19.4424773819235	19.700736249548	17.7192315165316	20.135855158317	19.9141004666841	17.9880576983503	19.6799012610444	22.5181465228357	22.2444060443519	19.390094223707	18.2783149192173	20.9939617199928	19.0596669993423
G038	17.6127541281829	18.2112316439179	19.75647273614	19.4631237224523	18.0302338874886	18.9649688657837	17.1970673169493	17.3402041944498	19.0810308499557	17.777830362934	19.6996383906486	19.8522437385447	20.2996749897091	17.9130143344681	19.8694242820672	17.3435908573677	19.1716961900971	19.6307349795659	19.6255571336297	20.833731950616
G039	23.4554243814575	22.2546001579172	22.3238646665164	20.3195716936849	20.7399764023704	22.1208827096336	23.1542927687564	22.7695944786447	21.4800835910406	20.8297431970251	19.3364912191862	18.9286016583443	20.1197614247278	20.4501025044604	22.4782701167119	20.882344949742	20.059709295943	22.1253734598542	19.5820285956951	19.8170654246872
G040	21.2350917458652	20.2964488121195	20.358255911468	20.0513139879804	21.7728279694952	20.2181849769705	20.6883100297629	20.9820763164673	21.3328273751649	20.5170401895967	20.2684797307723	19.2613757240931	20.0448134791919	20.5787794415656	19.256863421936	19.5024047385541	20.4158040181176	19.7395375973236	21.9790631407089	18.8007746316849
G041	19.5721742414358	19.5004626676917	20.8405241531326	19.0895536655441	21.548754357151	22.3913383018361	20.3518959130204	21.0243989904057	19.9116100147485	19.9948271861435	18.908450353276	20.9782673876383	18.4653420834486	18.7708558315184	20.4401145856927	18.9221571185937	20.2788569352225	18.9118646198141	18.6138783566174	20.0753179273649
G042	16.6074338961615	15.93683065242	15.5322318466757	17.0990181375877	15.5703042229873	16.2266902488863	14.7392265478342	16.5407195750643	17.0061788642129	17.5131608753609	20.2644537589593	18.6144062532035	18.6870338626638	19.9244274005216	20.0541871021693	21.1736402607146	19.2223375335958	19.794094630646	18.8777125374116	20.8662841772
G043	16.8731572039047	17.3898282920791	17.391612338139	19.5645655714507	17.6244791908787	17.3908756179499	18.3399593575979	17.5837451951746	16.1841756538109	19.7012785076716	18.4303499748236	20.7188963413106	18.2031118568209	21.4113739083291	19.692016223441	21.9055251232089	20.6006813766958	21.0274742513197	20.0428057370426	19.9892741199376
G044	22.385725732453	23.7853798858698	22.6216651123704	23.5242153553492	23.3023636177133	22.0620216389686	24.1076736999411	24.3091057199422	23.5425588302742	22.3854648077763	19.9399753435312	20.1593327951354	21.6957592586714	19.6586593763778	19.7262314615493	19.159721534247	20.1020127797904	19.7067004772134	20.3429374121277	19.1303351803323
G045	21.4504347197602	20.4986315422386	21.6237690128619	21.6148319902971	21.8385964235818	22.0030643470419	21.6080469217644	20.0784895494802	20.5659919698828	21.7742146796672	19.8220409118822	20.5830148076027	19.8652277624981	21.6420404322131	20.3263098493267	21.2802937009169	20.1873817866754	21.2770463647449	21.2906908453279	20.5110664438023
G046	17.6860297698566	16.9357170300118	16.4911966046262	16.6893055935741	16.9841843074093	18.8637491517163	16.9850092439247	17.683146651764	18.0098753697651	18.8620949932187	20.3876210520418	20.4357555096696	18.6337246055426	20.6449130229207	19.7133890336271	20.0582432331592	21.2390299010036	21.1841904959259	21.0750720415654	20.7204966441279
G047	18.5647012215363	18.6765353787002	18.4088198445997	18.3642901722685	19.5135757101419	17.9603643120633	17.8629181736436	19.1678790353154	18.5259746804948	18.535055916035	20.3350517572243	18.3621257478403	20.5277969695896	22.0517846770962	20.4623051807537	20.1971494836522	19.6250098282963	21.5483934499809	19.9231046478801	20.4379452608186
G048	23.2962744754741	23.2192736207842	24.046279534761	23.5981996934756	24.6385703012342	22.5553030933825	22.9858211138838	22.6027503106257	22.799439982374	23.154871297267	19.8017948042606	19.2293774346614	21.6593114517932	19.0272173427619	20.0025985543745	20.8691086556948	19.7725805448752	21.0928374934876	19.3769368660281	19.6314270395996
G049	20.5535243510415	21.4035495158092	19.884897194167	20.6787255092231	21.3960011597746	22.2066723237751	21.8196985669446	22.0935269384544	20.9356203243869	23.3638903077759	19.5278265026074	19.4425619873372	20.4231483943059	21.8644462678804	18.3767440966647	20.3300340080325	19.1084336986431	19.7297585151948	20.9287684227589	18.8479753723325
G050	16.9528654756557	14.6783711388724	16.2827876065656	16.5200699317455	15.5000365716155	16.0885109044318	15.6970693430761	13.9414705423674	15.4899424792944	18.2992862176011	20.122595466849	19.3807036890574	20.3611735874472	21.0806526195019	20.6722386819028	21.5411217720686	21.5545213894826	18.5483653398322	20.2693515525644	19.7125189190078
G051	20.180691242531	20.9027125795338	23.0013597575836	20.6864067256474	21.1627400813005	20.8366988464082	19.8061222030013	21.6339798540272	21.4794633153029	20.2510356033558	20.8804933139159	19.2504424715832	18.9978036852996	20.9473507875521	21.0013134806299	20.8565126892729	20.668535613663	20.3443094324637	21.5435238622124	19.5350806091651
G052	19.6534821815212	18.2970678155324	18.1062693554613	18.9189593956625	17.9208370017239	17.4089664234772	19.3066563024059	18.7198813795083	18.462037842542	16.1562492530193	17.9273997768059	22.5969358085269	17.6152337115057	20.8874260103006	19.3684946248686	21.2159828648859	19.9650092050779	19.6373906781928	20.9256661000561	19.8121706887355
G053	19.4612428670367	19.9358318531834	20.4337241057944	19.0076159236517	20.7359563796582	19.3769438294112	20.230510856865	20.8385614329673	20.4689543525548	19.5474486265256	19.2778694034172	19.506603466607	18.5479156985969	19.9390645389816	18.6862722273723	20.2036752097064	18.9846169842029	18.1560898451331	20.723790014315	20.9018369797017
G054	18.4696734822677	20.0650184219163	19.449963017393	18.0669506387153	19.8949515521505	16.8226581184315	18.650506695647	18.1503340279652	19.3403089184147	17.721359732389	20.0934259462919	20.8522831177086	17.1487677930948	20.6721404489917	19.4997027387776	19.6388761767413	21.7635767423175	19.7171965033697	21.5054760137121	20.076658355536
G055	17.8439271227458	19.1639185119576	21.5549203438925	20.0022751413645	17.9330489155107	19.5140068439707	21.8153607043772	19.7150007713518	20.7218209252114	20.1080538955399	20.5524989048939	20.2142299187052	19.1455111414623	22.0297333795149	21.3760864536081	19.9061045382039	20.9509598682418	20.120214227225	20.0524106217601	18.6647526572806
G056	18.9854196889439	19.5331691349712	20.9619598175434	19.6751379768916	19.9531216644696	19.7082663848621	19.7705445120197	22.0451717891191	19.1293662763144	21.06142564833	21.578041247899	19.3896428094382	18.9977653345543	20.480146591503	20.4417651548497	20.8699541053095	17.6520318708592	17.8088324187038	19.2185219120298	19.6174977710972
G057	16.6210835840452	16.4375626462027	17.8034783078403	17.8331385010121	18.563873914693	16.017996787573	18.4396225554854	16.3376460961077	16.9782772721447	15.8855987963678	20.1971574560443	20.4604033452591	18.5203108278025	21.0248106611733	18.994399644057	20.4346152640116	20.4634290464304	20.1371908987667	18.9250403785875	18.5990142336245
G058	21.6766598457518	22.3459181094436	23.3156153186163	21.7618150389385	22.2466382075792	24.0518740953043	24.254721346976	23.1425553511389	20.9613398571926	22.2212173759656	18.7450586967003	18.9482660801551	19.1822320376282	20.815868019024	19.6788382182943	19.2912244176601	20.6541218086952	19.7273072825628	20.0199183036553	20.379567620748
G059	18.6820971496571	20.0619805574362	18.5745298053338	20.3172527294362	18.2731214286003	18.7477782644585	18.1569306182559	19.415424274581	18.8852470685941	20.9050080948314	20.929613492979	19.2388093746926	18.0295014904997	19.0309796400786	20.2547241491011	21.3135678383431	19.1300803131676	21.2003190169049	18.7237571722782	20.9218482880442
G060	22.1236621955173	21.9545944701566	22.3519522860221	23.5942814272744	22.9953088579068	23.4096137242429	24.9435959845783	23.2804193499323	22.9661365550158	22.4742028924431	18.591368710671	20.521443365104	20.2159735382804	19.5254408992007	20.3048374679342	20.4452968242677	20.4522726381901	20.7463987124971	21.2407769681262	21.0601249551054
G061	19.555183796174	19.7250787376269	20.2859533369564	22.5386101390838	18.7536364791323	18.9623785920125	20.9619433277868	22.0898283857811	20.6701787446322	20.6837855035689	18.7407829467301	20.4231254707242	20.3871761741181	18.8967347881878	19.9727477612166	20.7622076651929	19.9830452729949	20.485659788081	20.7414415623668	19.6600981864999
G062	13.7451204523933	15.6296744319459	16.4565927305642	15.6250743194914	15.2438943185886	13.5469044399427	14.6502328314794	15.5032074229197	17.4059484797296	17.3693010296531	20.7685428839017	20.1969767236039	18.4518556181703	20.4159293237449	19.7719213033075	20.0971587585997	20.0902045960457	18.9939272266562	20.9496727627146	19.5922245331248
G063	18.403380546513	18.1960439726879	19.754106277981	18.809010054547	19.8085972004535	19.7993857156789	20.0611011770887	20.2587285045048	19.4033229833709	18.8638196938898	19.0184248466885	18.8038679336511	21.8892100165295	19.8876768008466	19.8185846855297	19.5391563053254	18.9371630607342	20.1574864634156	20.302435768716	22.1750978190757
G064	20.035252269258	18.8685233557488	20.7563019730183	19.5480321894242	19.7925672277275	21.8360916967255	20.0646288438068	21.0669508025033	22.1092397306367	18.7128630375801	20.5030130543651	19.4894277091848	19.3182806842415	19.2241669229949	21.3387713489918	18.9234598214807	19.2555187010112	20.3542381766624	21.765778510672	19.8962365052356
G065	20.6098159352525	18.3357713586007	19.9286165881663	18.8489196748645	19.7763562634668	19.2396123027984	17.9892726813907	17.3856307596862	19.22049635938	17.7785565213723	17.5717186893633	18.3293476311216	19.599409129309	22.0567424176361	20.4601116141055	20.1492808542263	20.0535933579168	20.3036514057811	21.3358304174641	19.2622523956935
G066	19.9748876416642	20.7846181137196	21.4623634092055	19.0764263539079	21.0239567443849	19.4770851884949	19.5963898227375	19.7231942680615	23.1128149239881	20.3726014754214	20.3521723966779	20.8365245681932	19.9466413784871	18.7401280889598	20.0836548526435	21.1833563406011	19.8619452433133	22.4033354599947	21.9300547891158	20.3375312021147
G067	15.7102569681585	14.4496034894961	15.4841008244719	18.3551643408891	17.0263469941058	17.2066529355484	15.7401711591974	15.3557042414588	16.3121171245664	17.8454747669086	19.9715716508007	20.1759796545991	18.9702869209153	19.6954087376951	19.5266881310679	21.2735414602622	19.3291915813789	20.039166283468	20.1639123789938	21.096681572201
G068	19.5938651370753	17.5822310244574	17.5672916960138	17.8533986721223	19.1182016636623	17.7226757028121	19.4044668761005	17.4019766234661	18.251960888503	17.5976855228344	21.3207175808592	19.2288803983429	20.6130443420534	22.7134801639125	18.2001823754123	20.654975723633	19.3997016275431	19.9607288810167	19.5960127639367	20.8879229388122
G069	18.7780290614227	18.6053657913996	19.3018637086438	18.0167988497954	18.3912119827218	17.486743360515	19.1547722621966	20.4875420018798	17.2872355272206	19.1488674696311	18.9071894016098	20.0932400117024	20.0144716621912	19.879112011461	20.3332238024897	19.7986506432121	19.9416269411031	20.2643694210781	21.5342856649132	19.6873983354885
G070	21.3921481659485	18.9550937054341	21.2376312322415	19.1127855904015	21.5799096059568	21.418931394419	21.0814991528801	21.2523688497941	22.1068788468011	21.1070615406994	19.8199204012231	19.2987923120146	19.79261720994	19.6848858865596	19.9685636957954	20.5317437513713	20.1289146680281	20.5296505595739	20.4147938593622	19.3417327753059
G071	21.1902634234962	24.2883960910758	22.734469665619	22.9658755449963	23.4945207873446	24.8662407850354	22.2927564311079	22.3351389113222	21.8463969133277	21.7648804069586	19.6735637380636	20.6383531999168	19.9119457082865	18.5120657133115	20.8286730260019	18.2276187045104	19.5244459743169	21.7964084107135	19.1422038719291	19.0563970494321
G072	18.9168738190869	19.6036999502689	16.2301159248192	17.1777500496657	18.3925364469565	16.2429128834172	17.7301089338515	18.2934219440094	17.6346077348322	18.8154181058509	20.3724435419694	19.6602708992751	19.7166209305327	21.0326226424677	20.126200507402	20.0494243110989	18.6634756137524	19.0815219175186	19.8274393818119	19.2117710873875
G073	19.5707167474581	23.4473254682358	23.2368075652013	24.4172130764498	21.890526648172	20.5138746213486	20.7562533767794	21.0323286586152	22.3970045625657	20.6961995904642	18.9851692346148	19.6199240224693	19.3888598373738	20.9677153750611	20.0153006722835	19.7809867495478	19.445131399419	19.475957388833	20.2187940003996	18.6306735665091
G074	16.2201268982553	14.1176572641018	15.2058804566991	15.5703734298345	13.657404014104	17.120863993336	14.9944643116407	13.1584148212367	14.4911311390477	13.8673936956025	21.1803157526791	20.167068563874	21.375327015937	19.99333781254	21.3937958199482	21.4278007278167	21.2657698606245	19.5145091769177	21.5743379821306	21.0577591821782
G075	12.8247826486759	13.608788017838	12.4499244222152	14.1630089602959	12.8014036392682	14.3348852519201	13.655319588979	12.4273077927792	13.1065445154024	13.6667153180362	19.2579992634562	21.5223772660576	20.5564154023151	19.6202596548387	20.8663732629562	20.0649020838963	18.4701850925608	22.0084720399268	19.9982350241837	19.1921514576837
G076	16.1413738865533	19.6514608689138	18.2315833906915	17.426108542064	19.6869470435305	18.8083157084943	19.2014508948888	18.8185206947065	17.3047815783248	17.7263425014296	17.422366762325	20.6159063798653	18.9844238658045	19.6810747622478	19.8642826926992	21.0458861951679	20.0048759495946	20.3185808760164	19.5959560678615	19.8325500060528
G077	18.8413603904422	19.2395917520129	18.9312337398577	21.5027006890638	20.0046013458125	20.1049671614746	18.134976498122	20.0883052052937	20.37196072333	20.0503366325951	20.0900173641705	19.6517515844477	19.5763404784875	20.6392995245813	22.4072272304132	19.0187454849402	19.2154678575724	19.0729328711612	20.2078722826494	19.3054247119076
G078	22.1160700467641	24.1192583197023	23.4646455718318	21.1415547441985	23.1241731027089	23.001784778948	22.136758279037	20.0532577634517	23.2184194816397	20.867980105641	20.0103522631447	20.4316013192517	18.608966634992	20.6965595517107	20.0491370778013	20.4517422198173	21.2813816514681	19.0465523120209	19.4862772525477	21.5089196483673
G079	20.1921027904625	20.7904097759252	20.6382027996852	21.270368831786	21.5366923226265	20.9281300877478	20.5188062783985	21.6411951398016	20.2846583795122	20.0137183872709	19.5371835446113	20.7940010881994	20.410829323603	18.7370989939019	20.8419201257167	18.9880072922694	19.1343554005729	19.8001503125498	18.2805338059507	18.7599007481154
G080	19.4726607135224	19.666258326055	17.9552583101943	19.289862888096	17.9949750724173	21.4619557070692	20.2460611438926	18.7544256172004	19.8193535483772	17.5004842031629	20.0866589316389	20.7416999215808	20.9426164849306	19.8489759395092	20.6605499618757	18.905620821889	19.7021767284759	20.1542648507833	18.2065129971587	20.242454470173
G081	20.3692577828488	21.2949683031872	19.7690569988367	22.2496051751926	22.1503206538726	21.0191230807266	20.0837655174039	20.0751033500549	21.3802124445353	21.8725475711064	19.5878372251734	19.0935550858172	21.3204069309067	18.4974689610929	19.358639973035	19.4559261133363	20.9181026905773	19.5805557230272	19.894498476439	22.1487480946495
G082	17.8920132502073	16.4131004152025	19.3669050495926	18.3156219138032	18.4246360615045	16.2085198551199	18.2739387436629	18.8239350719043	17.5665790529729	17.5176981643201	20.9490892221041	19.850014311075	19.1734100865899	20.3055284595813	19.2052445365738	20.7007052143764	19.5129568728733	19.919872139645	19.9242445789285	20.3970856453279
G083	21.0722759313804	21.7116773173464	23.7091094824235	19.6294611611329	20.3966592555421	20.3501338055551	20.5164890593798	19.6070415318062	22.2497307762305	21.3065932779305	19.6084276547472	22.2272765569828	19.2905280421315	19.3453000217527	21.046250479181	20.0554289692218	20.303725362902	18.9793281364149	19.1703360245435	20.2878743110875
G084	22.8672651831131	22.4234706567495	24.6640398174315	24.6290611238613	22.7302032290588	22.3724582284978	24.4565022506525	22.7465019749464	24.1049364204128	21.7328144256648	19.5979822230704	21.0049317214636	20.939950149839	18.510066632183	20.0199088447644	20.1048615094446	20.1000522647375	19.2235782534731	19.6510577224974	21.524628050969
G085	14.0746483413421	14.0780943758396	13.5691695220392	12.6069294047998	13.0432284682979	13.3274129227053	13.9104487351839	14.0890679297668	13.3453750052619	13.0126701240516	22.1188910600436	20.5325403381638	21.1555300272899	21.3015638012598	19.3305826927777	19.7907742814222	21.2032363278781	20.0243216967849	18.8575437480862	20.811347678618
G086	17.75957947462	18.6888400293497	16.7492682391788	20.3758869911236	17.736588109298	18.9634133936925	16.835300917331	21.8953237554568	19.4623661405247	18.9856397878707	21.8957442889625	20.7190326709847	20.9851468410722	19.9727741267431	19.7069202373592	19.3739966115491	20.2023940861207	18.5725043602823	20.6636082279993	20.9909547850516
